artists,titles,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters,id
Chet Baker,There Will Never Be Another You - Vocal Version,2zPANzQTt5Nbkg0eBPb7HI,0.513,0.112,-16.156,0.0574,0.949,0.0018,0.0721,0.577,168.754,180627.0,1.0,2zPANzQTt5Nbkg0eBPb7HI
The Beatles,There's A Place - Remastered 2009,4dessGxnKXmTbHPhVgqODq,0.455,0.582,-10.009,0.0292,0.629,4.22e-06,0.172,0.927,140.928,110493.0,4.0,4dessGxnKXmTbHPhVgqODq
The Black Keys,These Days,3ghXwIS6cr3P5InauKlqFy,0.436,0.288,-10.726,0.0315,0.746,0.00208,0.098,0.268,117.482,311840.0,1.0,3ghXwIS6cr3P5InauKlqFy
Lester Young,These Foolish Things,2NDhtjCrwf74nXwkGoHbB3,0.481,0.0463,-18.471,0.0976,0.987,0.167,0.0945,0.241,169.374,212667.0,7.0,2NDhtjCrwf74nXwkGoHbB3
Michael Kiwanuka,They Say I'm Doing Just Fine,3laaELCkmZUfeipgN9KlLN,0.462,0.248,-11.455,0.0505,0.867,3.42e-05,0.17,0.661,205.75,219702.0,1.0,3laaELCkmZUfeipgN9KlLN
Spoon,They Want My Soul,6Ay1CpxfFjUduPqFnv26lR,0.647,0.95,-2.811,0.0387,0.00337,3e-05,0.0778,0.719,126.229,201547.0,4.0,6Ay1CpxfFjUduPqFnv26lR
Pink Floyd,The Thin Ice,62zuXt6X5B6YQOBNFV2eXG,0.406,0.128,-16.983,0.0349,0.359,0.0019,0.656,0.191,110.272,146321.0,3.0,62zuXt6X5B6YQOBNFV2eXG
Macklemore & Ryan Lewis,Thin Line (feat. Buffalo Madonna),77AB0zqvso8ALKUZ2HG2mG,0.713,0.813,-6.54,0.26,0.619,1.43e-05,0.122,0.12,104.8,256180.0,0.0,77AB0zqvso8ALKUZ2HG2mG
Patrick Watson,The Things We Do,0wkTjRWGedSRcoLndkLzur,0.281,0.565,-7.465,0.0331,0.334,0.212,0.187,0.127,150.422,284358.0,2.0,0wkTjRWGedSRcoLndkLzur
The Beatles,Things We Said Today - Live / Remastered,4hlVL09xDgvkoVSIu2zQwD,0.305,0.627,-8.525,0.0463,0.0669,0.0,0.802,0.488,72.244,138733.0,3.0,4hlVL09xDgvkoVSIu2zQwD
The Beatles,Things We Said Today - Remastered 2009,0voUr8lubIafUVJlauJxYF,0.551,0.575,-8.208,0.0332,0.239,0.0,0.112,0.516,137.054,155333.0,4.0,0voUr8lubIafUVJlauJxYF
Patrick Watson,The Things You Do,4kWE6FbgmEs1xaS6SmC7bV,0.137,0.236,-18.73,0.0405,0.929,0.926,0.0958,0.0474,170.256,238785.0,7.0,4kWE6FbgmEs1xaS6SmC7bV
The Beatles,Think For Yourself - Remastered 2009,64bKVrkaXQAKx04dLHqCNz,0.529,0.567,-9.796,0.0282,0.0124,0.0,0.0729,0.799,130.544,138520.0,4.0,64bKVrkaXQAKx04dLHqCNz
Katy Perry,"Thinking Of You - Live At MTV Unplugged, 2009",7c9qf9V6PapwNsAHTjzVI9,0.322,0.504,-6.844,0.034,0.397,0.0,0.113,0.156,144.864,278333.0,2.0,7c9qf9V6PapwNsAHTjzVI9
Ed Sheeran,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,0.0,34gCuhDGsG4bRPIf9bb02f
C418,Thirteen,1yRvOL3HruyNKODMBHt1Qh,0.26,0.0671,-30.388,0.0446,0.964,0.954,0.116,0.0286,70.648,176500.0,7.0,1yRvOL3HruyNKODMBHt1Qh
The Beatles,This Boy - Anthology 1 Version,7h0PH8SyWoXnkTdnRvoO8W,0.546,0.653,-7.033,0.051,0.579,0.000254,0.929,0.562,70.952,141787.0,3.0,7h0PH8SyWoXnkTdnRvoO8W
The Beatles,This Boy - Remastered 2009,0oQshbv1BFLZ61b1tQ4Eqg,0.66,0.337,-11.524,0.0286,0.213,1.57e-05,0.142,0.703,110.173,136080.0,1.0,0oQshbv1BFLZ61b1tQ4Eqg
Alabama Shakes,This Feeling,3uLM7cbAQdFx2uFRyVVGwN,0.626,0.333,-11.413,0.0365,0.824,0.0103,0.107,0.318,130.835,268854.0,1.0,3uLM7cbAQdFx2uFRyVVGwN
Electric Guest,This Head I Hold,7pJo9G3BaTgYAxrhiENJGg,0.663,0.873,-4.915,0.0328,0.0268,0.0108,0.261,0.962,162.021,175773.0,4.0,7pJo9G3BaTgYAxrhiENJGg
The National,This Is The Last Time,6XW2rKHwNnX5qzk79Qis9w,0.499,0.496,-10.246,0.0327,0.644,0.368,0.0934,0.14,140.047,283387.0,1.0,6XW2rKHwNnX5qzk79Qis9w
Timber Timbre,This Low Commotion,1YSOjTlwRYklME3JQSrHuP,0.311,0.545,-5.616,0.0307,0.231,0.357,0.253,0.13,168.596,306147.0,2.0,1YSOjTlwRYklME3JQSrHuP
WhoMadeWho,This Train,04T1Cw6DewfkwAEXkarWmN,0.621,0.84,-6.985,0.094,0.032,0.626,0.351,0.287,138.041,205347.0,5.0,04T1Cw6DewfkwAEXkarWmN
WhoMadeWho,This Train (Munk Edit),31pV1W37kUwR7LIJaohRe9,0.767,0.72,-7.181,0.0611,0.302,0.729,0.116,0.194,138.01,480955.0,5.0,31pV1W37kUwR7LIJaohRe9
The Beatles,Three Cool Cats - Anthology 1 Version,6xAiyH80RTPPMBZwvWpTEN,0.546,0.708,-6.299,0.0351,0.079,0.0,0.372,0.642,140.961,145213.0,4.0,6xAiyH80RTPPMBZwvWpTEN
Bob Marley & The Wailers,Three Little Birds,1P49MJhU5vzttesFxw3dOM,0.807,0.487,-10.456,0.0758,0.0102,1.98e-06,0.0501,0.651,148.491,180267.0,0.0,1P49MJhU5vzttesFxw3dOM
Timber Timbre,The Three Sisters,0BbVQ0lrlpPAbhKQLCSuqb,0.4,0.302,-9.34,0.03,0.0507,0.92,0.139,0.152,71.751,291467.0,5.0,0BbVQ0lrlpPAbhKQLCSuqb
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992,235613.0,0.0,1CmUZGtH29Kx36C1Hleqlz
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),3AYcyxEACnmE6d96RPubID,0.781,0.526,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992,235613.0,0.0,3AYcyxEACnmE6d96RPubID
B.B. King,The Thrill Is Gone,15arjwNdYNSiwWHRDBJ6zQ,0.695,0.493,-9.539,0.0308,0.0673,0.00335,0.105,0.26,86.862,300427.0,6.0,15arjwNdYNSiwWHRDBJ6zQ
Chet Baker,The Thrill Is Gone - Vocal Version,0kKQreifydSOeqZzHkNW67,0.42,0.0565,-17.556,0.0356,0.976,0.0183,0.137,0.142,113.789,171467.0,7.0,0kKQreifydSOeqZzHkNW67
Michael Jackson,Thriller,3S2R0EVwBSAVMd5UMgKTL0,0.773,0.859,-4.913,0.0747,0.0855,0.000187,0.914,0.813,118.459,357267.0,3.0,3S2R0EVwBSAVMd5UMgKTL0
Michael Jackson,Thriller,1Iq8wo9kbE15Zj0bvVsZJr,0.772,0.84,-5.795,0.0736,0.0962,0.000117,0.903,0.774,118.535,356533.0,3.0,1Iq8wo9kbE15Zj0bvVsZJr
The Beatles,"Ticket To Ride - Live From The ABC Theatre, Blackpool, UK/1965 / Anthology 2 Version",1ORS4W9bT6v8v3Yy45KsDY,0.494,0.915,-5.382,0.0762,0.52,4.49e-06,0.969,0.604,123.02,164533.0,3.0,1ORS4W9bT6v8v3Yy45KsDY
The Beatles,Ticket To Ride - Live / Remastered,2FP07Rr3ZwFmJZXsaj7hjE,0.394,0.81,-8.07,0.0464,0.0029,0.0,0.318,0.325,121.183,146240.0,6.0,2FP07Rr3ZwFmJZXsaj7hjE
The Beatles,Ticket To Ride - Remastered 2009,7CZiDzGVjUssMSOXrDNYHL,0.519,0.85,-6.777,0.0678,0.0457,0.0,0.233,0.749,123.419,189680.0,4.0,7CZiDzGVjUssMSOXrDNYHL
The Beatles,Ticket To Ride - Remastered 2015,7nhrlsT1P4qsslp28UA1BI,0.554,0.904,-6.319,0.0536,0.0638,0.0,0.259,0.801,123.443,190120.0,4.0,7nhrlsT1P4qsslp28UA1BI
The Black Keys,Tighten Up,2MVwrvjmcdt4MsYYLCYMt8,0.504,0.705,-6.179,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,211080.0,3.0,2MVwrvjmcdt4MsYYLCYMt8
Bahamas,Til The Morning,3m2AG53RozOKpPC4K5oYVu,0.728,0.285,-13.682,0.0436,0.911,0.311,0.119,0.397,113.882,120013.0,1.0,3m2AG53RozOKpPC4K5oYVu
The Beatles,"Till There Was You - Anthology 1 Version / Live At The Prince Of Wales Theatre, London/1963",2eAw0Q28Vl6O3XRVbocu1k,0.411,0.818,-8.561,0.104,0.713,1.04e-05,0.956,0.534,114.818,174320.0,3.0,2eAw0Q28Vl6O3XRVbocu1k
The Beatles,Till There Was You - Remastered 2009,0ESIjVxnDnCDaTPo6sStHm,0.727,0.338,-13.887,0.0454,0.79,0.0,0.105,0.646,122.421,133507.0,1.0,0ESIjVxnDnCDaTPo6sStHm
Pink Floyd,Time,3TO7bbrUKrOSPGRTB5MeCz,0.359,0.48,-11.79,0.0841,0.521,0.0043,0.178,0.355,120.285,413947.0,1.0,3TO7bbrUKrOSPGRTB5MeCz
Jake Shimabukuro,Time After Time,0tUYIdLUPDJgW9YI5hYlQm,0.759,0.435,-10.114,0.0436,0.856,0.873,0.0902,0.598,126.119,187667.0,5.0,0tUYIdLUPDJgW9YI5hYlQm
Chet Baker,Time After Time - Vocal Version,4m6OC8u2rC6LMFtFWsME7d,0.501,0.0454,-18.783,0.0388,0.938,3.76e-05,0.2,0.255,99.783,166760.0,7.0,4m6OC8u2rC6LMFtFWsME7d
Bahamas,Time And Time Again,6ZgP8qURv7dWvgyW54nsX0,0.707,0.253,-11.592,0.0413,0.824,0.00281,0.122,0.328,95.337,192080.0,1.0,6ZgP8qURv7dWvgyW54nsX0
Radio Radio,Time Machine (Bonus Track),1omrCZIlYQmMIq4wQW6L7F,0.698,0.873,-6.013,0.318,0.535,0.0,0.0928,0.71,107.978,204010.0,0.0,1omrCZIlYQmMIq4wQW6L7F
The Whitest Boy Alive,Timebomb,4A0no7VkWawmp8C4u2PwOP,0.773,0.667,-7.56,0.0444,0.0266,0.794,0.138,0.8,119.694,224013.0,5.0,4A0no7VkWawmp8C4u2PwOP
Mild High Club,Timeline,2pkqiliYwKETs7rX81HxOq,0.492,0.791,-8.584,0.0387,0.00569,0.0631,0.0829,0.311,114.674,218993.0,6.0,2pkqiliYwKETs7rX81HxOq
Radiohead,Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,3cual6JOG286qZJmCxKRAT,0.336,0.435,-10.944,0.0305,0.73,0.797,0.106,0.0507,88.205,303689.0,7.0,3cual6JOG286qZJmCxKRAT
Dreambeaches,Tiny Spirits,65Lq9EUkcrWM4qQwjaqrKc,0.29,0.893,-5.298,0.0833,0.374,0.258,0.354,0.311,80.78,242981.0,6.0,65Lq9EUkcrWM4qQwjaqrKc
SIMON I,Tired All the Time,1Dz2kMmy9LcIvIyNCf2Nlv,0.52,0.68,-5.417,0.0285,0.295,0.000123,0.103,0.807,164.062,193182.0,4.0,1Dz2kMmy9LcIvIyNCf2Nlv
David Bowie,'Tis a Pity She Was a Whore,0v60rM2HLSatgUyVZDrLwm,0.5,0.954,-4.514,0.115,0.00409,0.0578,0.0947,0.466,132.04,292627.0,2.0,0v60rM2HLSatgUyVZDrLwm
Hozier,To Be Alone,32G6qOwK5SuBEA9D6pth34,0.576,0.443,-6.52,0.0255,0.402,0.000183,0.141,0.258,67.048,323640.0,1.0,32G6qOwK5SuBEA9D6pth34
Hozier,"To Be Alone - Live at the Pepper Canister Church, Dublin, Ireland - December 2013",41JqWkBv5VC8bBP4I1uPDN,0.516,0.126,-13.132,0.0448,0.861,1.37e-05,0.709,0.275,131.417,310507.0,3.0,41JqWkBv5VC8bBP4I1uPDN
Hozier,To Be Alone - Live from Spotify SXSW 2014,1GFQ9s7JF1odIlOCCQ5re0,0.637,0.184,-8.182,0.0347,0.557,5.65e-06,0.633,0.176,128.623,319878.0,3.0,1GFQ9s7JF1odIlOCCQ5re0
Sufjan Stevens,To Be Alone With You,3tchJ8gDgMdaSxpaLxlr1F,0.519,0.163,-18.131,0.0489,0.926,0.751,0.115,0.356,142.116,168040.0,7.0,3tchJ8gDgMdaSxpaLxlr1F
GoGo Penguin,To Drown in You,3oPTrBgkDjDpp9vssnbQ9J,0.365,0.529,-13.523,0.0404,0.0718,0.881,0.0772,0.0387,132.607,388173.0,5.0,3oPTrBgkDjDpp9vssnbQ9J
James Blake,To The Last,67N4STz5lAYuxOgR66oN06,0.544,0.609,-11.742,0.0625,0.708,0.00772,0.143,0.102,139.972,259693.0,1.0,67N4STz5lAYuxOgR66oN06
The Beatles,Tomorrow Never Knows - Take 1 / Anthology 2 Version,0xIgBJDW61Di0kYra3pP6H,0.482,0.847,-7.159,0.0634,0.0333,0.887,0.542,0.174,116.496,194333.0,5.0,0xIgBJDW61Di0kYra3pP6H
The Beatles,Tomorrow Never Knows - Remastered 2009,00oZhqZIQfL9P5CjOP6JsO,0.38,0.829,-6.105,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,179547.0,2.0,00oZhqZIQfL9P5CjOP6JsO
Les Trois Accords,Ton avion,6JTYW5kwTEBTG14wl9kBnY,0.334,0.47,-7.068,0.0394,0.328,0.0,0.0929,0.122,172.328,164973.0,2.0,6JTYW5kwTEBTG14wl9kBnY
Les Trois Accords,Ton pantalon est plein,72VQ5f0xyBF32E4JpURXs7,0.585,0.971,-3.841,0.0577,0.000356,0.0,0.419,0.607,115.972,182680.0,4.0,72VQ5f0xyBF32E4JpURXs7
Malajube,Ton plat favori,129omi2ZZE0PZ7oEpZHHiv,0.305,0.885,-4.903,0.0533,0.101,0.000112,0.119,0.511,208.182,152107.0,2.0,129omi2ZZE0PZ7oEpZHHiv
The Black Keys,Too Afraid to Love You,1comODdI862K7ei34XZRa4,0.531,0.676,-6.173,0.0299,0.0156,0.00287,0.0988,0.544,136.759,204733.0,4.0,1comODdI862K7ei34XZRa4
The Breeders,Too Alive,1hU2ViJ8weC3anN1rKssmK,0.345,0.623,-10.262,0.0372,0.00153,0.0431,0.0843,0.517,173.585,165600.0,2.0,1hU2ViJ8weC3anN1rKssmK
Dayne,Too Late,1oaDi1Ahp5PbmWknmlOy0X,0.62,0.649,-7.504,0.391,0.196,0.0,0.381,0.775,92.444,250525.0,0.0,1oaDi1Ahp5PbmWknmlOy0X
Ariane Moffatt,Too Late,4kCsV6UK8c18c6pUOPZY7S,0.678,0.828,-8.17,0.0508,0.0478,0.137,0.111,0.301,119.977,194613.0,6.0,4kCsV6UK8c18c6pUOPZY7S
Cage The Elephant,Too Late To Say Goodbye,48sc7vBJeNoCEQhxO3zYKA,0.482,0.55,-7.098,0.0356,0.135,0.0,0.294,0.105,67.559,252787.0,6.0,48sc7vBJeNoCEQhxO3zYKA
Daft Punk,Too Long,3zMvotMEQK3xvH01vA9wAP,0.692,0.582,-10.164,0.301,0.00211,0.0,0.177,0.513,127.017,600293.0,0.0,3zMvotMEQK3xvH01vA9wAP
Timber Timbre,Too Old To Die Young,4ch30lzHGAN4W5zOlH9nuY,0.524,0.337,-8.081,0.0269,0.173,0.00389,0.0815,0.422,140.061,292013.0,1.0,4ch30lzHGAN4W5zOlH9nuY
Les Trois Accords,Top bronzés,6riAV05FaUDYaUAjWrWV1v,0.596,0.845,-6.146,0.0307,0.000406,0.000305,0.402,0.753,115.978,198064.0,4.0,6riAV05FaUDYaUAjWrWV1v
John Williams,Torn Apart,6A3isPtF8KMQfI3Ce4cImd,0.078,0.128,-14.775,0.0444,0.921,0.855,0.0725,0.0374,79.208,259067.0,7.0,6A3isPtF8KMQfI3Ce4cImd
Ásgeir,Torrent,2y8Z22xnugQImFdU2jNFgB,0.567,0.644,-9.764,0.0324,0.0465,0.0281,0.348,0.538,128.103,216279.0,6.0,2y8Z22xnugQImFdU2jNFgB
Koriass,Tôt ou tard,2d7S4CScDNtf6X6zAXSkZn,0.707,0.625,-9.114,0.213,0.183,1.08e-06,0.124,0.468,89.975,180267.0,0.0,2d7S4CScDNtf6X6zAXSkZn
Daft Punk,Touch (feat. Paul Williams),7oaEjLP2dTJLJsITbAxTOz,0.29,0.412,-12.659,0.0458,0.477,0.0839,0.079,0.12,90.539,498960.0,1.0,7oaEjLP2dTJLJsITbAxTOz
Radiohead,The Tourist,75YUnz58ajMo2VIIuUFvOV,0.241,0.295,-8.571,0.0319,0.224,0.0328,0.11,0.0398,114.759,326533.0,1.0,75YUnz58ajMo2VIIuUFvOV
Brazilian Girls,Tourist Trap,02lJhXAGsJVEZtbEjxdUps,0.657,0.776,-6.963,0.0797,0.0178,0.0132,0.401,0.746,123.876,299160.0,4.0,02lJhXAGsJVEZtbEjxdUps
Loco Locass,Tous les jours,40OGATPD0XJTE0KRNb5q3E,0.625,0.843,-5.244,0.0613,0.00237,4.19e-05,0.112,0.679,93.534,202201.0,6.0,40OGATPD0XJTE0KRNb5q3E
Stromae,Tous les mêmes,6M4nkEPZMj58acftDRTuKL,0.701,0.637,-9.061,0.166,0.223,0.00219,0.279,0.647,109.959,210933.0,0.0,6M4nkEPZMj58acftDRTuKL
Ariane Moffatt,Tous Les Sens,5zf6cL1bpHtU0yvXBC42Ru,0.569,0.638,-9.354,0.144,0.0752,0.00125,0.134,0.718,114.695,181413.0,0.0,5zf6cL1bpHtU0yvXBC42Ru
Louis-Jean Cormier,Tout le monde en même temps,5ypbMDZ8JL3KDDRjk9Epre,0.421,0.897,-4.55,0.0451,0.000683,5.56e-05,0.855,0.52,90.246,255107.0,3.0,5ypbMDZ8JL3KDDRjk9Epre
Les Trois Accords,Tout nu sur la plage,1RcGvynfBjrDc8wCYwrNVI,0.525,0.596,-6.946,0.0279,0.0878,0.0,0.162,0.243,122.103,215280.0,6.0,1RcGvynfBjrDc8wCYwrNVI
Radio Radio,Tout passe (sous le firmament),51mut0tflfaKBWG0ww8xcA,0.785,0.547,-8.673,0.256,0.121,0.000609,0.676,0.912,96.046,229307.0,3.0,51mut0tflfaKBWG0ww8xcA
Loco Locass,Toute le monde est malheureux (avec Gilles Vigneault),1BEVRp0MgmixrwxRsRCBmO,0.653,0.974,-5.512,0.0515,0.064,1.03e-06,0.34,0.699,119.987,238625.0,4.0,1BEVRp0MgmixrwxRsRCBmO
Ariane Moffatt,Toute sa vie,0P6pYHXYH5TSA3DjWESDMh,0.613,0.647,-10.657,0.0507,0.282,0.695,0.099,0.321,170.008,248597.0,5.0,0P6pYHXYH5TSA3DjWESDMh
Mara Tremblay,Toutes les chances,5sYRqTUjQ80AaEtGamoBTU,0.218,0.763,-8.079,0.16,0.143,0.000228,0.158,0.381,170.112,181693.0,2.0,5sYRqTUjQ80AaEtGamoBTU
Bon Iver,Towers,5rP9Weh1uFtlyRGqnzyQnd,0.379,0.334,-12.412,0.0316,0.945,0.708,0.273,0.133,91.565,188040.0,7.0,5rP9Weh1uFtlyRGqnzyQnd
WhoMadeWho,Traces,3A7i9idKZr012M2J0ALpZO,0.558,0.582,-7.418,0.0245,0.545,0.414,0.108,0.29,108.973,218613.0,1.0,3A7i9idKZr012M2J0ALpZO
Macklemore & Ryan Lewis,The Train (feat. Carla Morrison),1Xl0Rt4bMdEw5n0nMax2qH,0.678,0.415,-11.561,0.139,0.665,0.0,0.106,0.333,114.987,187213.0,1.0,1Xl0Rt4bMdEw5n0nMax2qH
Radiohead,Trans-Atlantic Drawl,6ADFUxIZukJDpfZJvc7dWW,0.162,0.593,-5.248,0.053,0.221,0.936,0.373,0.0322,140.7,181867.0,5.0,6ADFUxIZukJDpfZJvc7dWW
Sufjan Stevens,The Transfiguration,2DpX1sgDYCuv5XhLszBers,0.644,0.548,-8.754,0.0315,0.724,0.104,0.0684,0.958,147.122,318973.0,4.0,2DpX1sgDYCuv5XhLszBers
Louis-Jean Cormier,Transistors,1DqK4Zh9Wo3l1rTchToa7B,0.328,0.919,-6.928,0.0705,0.00568,7.19e-05,0.317,0.322,165.728,161480.0,2.0,1DqK4Zh9Wo3l1rTchToa7B
Broken Bells,Trap Doors,4zDWrv8PsX5eazvsiPTKqg,0.533,0.621,-4.34,0.0269,0.217,0.51,0.0885,0.274,173.486,199160.0,2.0,4zDWrv8PsX5eazvsiPTKqg
Jake Shimabukuro,Trapped 2010,1WMoUpLCwQzuSK8eXKyxUT,0.56,0.494,-13.485,0.0471,0.846,0.765,0.0971,0.329,112.734,177253.0,7.0,1WMoUpLCwQzuSK8eXKyxUT
Grouplove,Traumatized,2Xtj81DV5NiyX1s45YYKGH,0.444,0.856,-3.662,0.054,0.0111,0.00031,0.357,0.388,133.988,179787.0,2.0,2Xtj81DV5NiyX1s45YYKGH
Louis-Jean Cormier,Traverser les travaux,5H4IbkQl0RvOU01f3Moe9u,0.517,0.36,-9.247,0.0354,0.785,3.88e-05,0.0937,0.31,122.237,312427.0,1.0,5H4IbkQl0RvOU01f3Moe9u
Bruno Mars,Treasure,55h7vJchibLdUkxdlX3fK7,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560.0,4.0,55h7vJchibLdUkxdlX3fK7
Mac DeMarco,Treat Her Better,3hPHUpKVB4xo9efj2y29W9,0.45,0.689,-6.194,0.0423,0.383,0.011,0.273,0.344,206.575,229121.0,2.0,3hPHUpKVB4xo9efj2y29W9
LION BABE,Treat Me Like Fire,1a2sYpCigIOnj3OPvPk4rF,0.646,0.69,-7.207,0.0833,0.239,0.00321,0.654,0.319,91.971,249893.0,3.0,1a2sYpCigIOnj3OPvPk4rF
LION BABE,Treat Me Like Fire,3XRosKfSgFSDIb6YVpApIl,0.671,0.65,-7.687,0.0665,0.198,0.0057,0.6,0.323,91.961,250707.0,3.0,3XRosKfSgFSDIb6YVpApIl
Glasser,Tremel (Jamie xx Remix),6A82TuoFhpEU8wLkzFoiRX,0.583,0.501,-15.071,0.196,0.0824,0.172,0.106,0.322,120.006,243347.0,0.0,6A82TuoFhpEU8wLkzFoiRX
Bob Marley & The Wailers,"Trenchtown Rock - Live At The Lyceum, London/1975",5VFllKqmcL8ZwWcH7tDLbr,0.421,0.619,-9.703,0.0703,0.426,0.0017,0.97,0.805,81.944,263267.0,3.0,5VFllKqmcL8ZwWcH7tDLbr
Pink Floyd,The Trial,1UMXtudajhlocMzXVSngDU,0.414,0.37,-15.748,0.0573,0.696,0.000129,0.211,0.33,76.846,318846.0,1.0,1UMXtudajhlocMzXVSngDU
WhoMadeWho,Trickster,0emS9fTwi3BI9ME449aLLv,0.746,0.721,-6.468,0.0462,0.331,0.0945,0.365,0.404,127.979,232293.0,6.0,0emS9fTwi3BI9ME449aLLv
&ME,Trilogy (feat. Sabota),0r26YyXjBfc1QTKt2cUh1g,0.583,0.88,-9.604,0.0331,7.48e-05,0.775,0.108,0.551,122.01,460101.0,5.0,0r26YyXjBfc1QTKt2cUh1g
Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,0.47,0.623,-5.655,0.0302,0.392,0.000439,0.0992,0.298,77.861,225973.0,6.0,5n0CTysih20NYdT2S0Wpe8
Metronomy,Trouble,1RZEtSyksU9P5dauXwW0EU,0.399,0.389,-10.477,0.0363,0.0523,0.107,0.0957,0.137,110.106,286240.0,1.0,1RZEtSyksU9P5dauXwW0EU
Coldplay,Trouble,0R8P9KfGJCDULmlEoBagcO,0.565,0.546,-7.496,0.0314,0.189,0.0015,0.17,0.195,139.757,273427.0,6.0,0R8P9KfGJCDULmlEoBagcO
Timber Timbre,Trouble Comes Knocking,3xTDRQTi7Yx0Fhk1HzKIMc,0.439,0.456,-9.815,0.0393,0.77,0.129,0.173,0.263,109.294,326240.0,1.0,3xTDRQTi7Yx0Fhk1HzKIMc
Spoon,Trouble Comes Running,5a2Os6lBC2S8BPdkJ8LYqb,0.478,0.889,-6.485,0.0466,0.0979,0.0,0.123,0.707,141.568,185760.0,4.0,5a2Os6lBC2S8BPdkJ8LYqb
Electric Guest,Troubleman,1tdwSTrfDohkQhvCFBaZzJ,0.467,0.531,-8.482,0.0301,0.213,0.0246,0.137,0.317,121.964,528733.0,6.0,1tdwSTrfDohkQhvCFBaZzJ
Radiohead,True Love Waits,01ZpFhrMMqKPVCwyqXneVp,0.282,0.132,-15.569,0.0375,0.938,0.104,0.1,0.0379,136.186,283464.0,7.0,01ZpFhrMMqKPVCwyqXneVp
The Dø,Trustful Hands,7c6Uy1DuekO5LAU0DuINwY,0.806,0.479,-6.615,0.0389,0.394,2.18e-06,0.201,0.633,99.022,244921.0,0.0,7c6Uy1DuekO5LAU0DuINwY
The Dø,Trustful Hands,6Db5vxGoCeXof6JDljfk4f,0.806,0.479,-6.615,0.0389,0.394,2.18e-06,0.201,0.633,99.022,244921.0,0.0,6Db5vxGoCeXof6JDljfk4f
P!nk,Try,01DSvNTUsVROjnSF5j3UbD,0.673,0.629,-7.072,0.0299,0.00141,0.0,0.0944,0.551,103.998,247907.0,6.0,01DSvNTUsVROjnSF5j3UbD
Bahamas,"Try, Tried, Tryin'",2cImaC9IklMuaYAaPQdCrY,0.721,0.326,-9.971,0.0513,0.561,0.0011,0.0823,0.164,122.774,235920.0,1.0,2cImaC9IklMuaYAaPQdCrY
The Strokes,Trying Your Luck,5KupfEBaVJwL7D2ZN0n1Q1,0.503,0.687,-9.427,0.0314,0.00869,0.0131,0.131,0.619,143.902,202760.0,4.0,5KupfEBaVJwL7D2ZN0n1Q1
The Strokes,Trying Your Luck,37cb7mzkQKksGm0noGDXeh,0.502,0.691,-9.453,0.0311,0.00911,0.0149,0.133,0.629,143.926,202617.0,4.0,37cb7mzkQKksGm0noGDXeh
Les Trois Accords,Tu,7mWbeechcVeYbzsBJFBzRO,0.528,0.654,-5.106,0.0253,0.00146,5.21e-06,0.0938,0.586,79.827,186107.0,6.0,7mWbeechcVeYbzsBJFBzRO
Mara Tremblay,Tu m'intimides,3Rz0yoLoeqTRsZxTs8k3J4,0.349,0.518,-7.539,0.0279,0.00771,9.72e-06,0.0758,0.307,128.52,188280.0,2.0,3Rz0yoLoeqTRsZxTs8k3J4
Mara Tremblay,Tu n'es pas libre,17xeBISwM8DGnNmlSHn0MN,0.539,0.575,-9.631,0.0301,0.0124,0.0115,0.149,0.21,86.979,155707.0,6.0,17xeBISwM8DGnNmlSHn0MN
Rita Lee,Tudo por Amor,1nA3L5c1lu7x9aS8uhuqLm,0.59,0.32,-11.517,0.0315,0.487,0.000993,0.17,0.457,143.921,158813.0,1.0,1nA3L5c1lu7x9aS8uhuqLm
The Black Keys,Turn Blue,1pwWrPxonLIE12WWu9NzgU,0.647,0.465,-10.272,0.0245,0.258,0.149,0.111,0.243,94.035,222960.0,1.0,1pwWrPxonLIE12WWu9NzgU
Cold War Kids,Tuxedos,56y2oEigHLUDaL12gNyZDd,0.49,0.432,-6.149,0.0323,0.0872,0.0151,0.0819,0.538,122.1,249027.0,6.0,56y2oEigHLUDaL12gNyZDd
Cold War Kids,Tuxedos,2ceJB9r1tvxZF4zhmcQ5Zm,0.506,0.434,-6.188,0.0315,0.0786,0.0181,0.105,0.545,124.124,250200.0,6.0,2ceJB9r1tvxZF4zhmcQ5Zm
WhoMadeWho,TV Friend,1IGfG56XmsFff2ivUe79qo,0.599,0.723,-9.123,0.031,0.0631,0.178,0.276,0.326,128.992,311800.0,6.0,1IGfG56XmsFff2ivUe79qo
